obj,pv
281,1.74185e+09
282,1.23068e+09
283,0
284,1.08322e+09
285,0
286,1.72074e+09
287,1.05674e+09
288,8.52122e+08
289,1.05828e+09
290,0
291,1.73266e+08
292,0
293,0
294,0
295,1.09448e+09
296,1.62483e+09
297,0
298,8.05121e+08
299,1.14336e+09
300,0
301,7.64947e+08
302,0
303,8.83762e+08
304,4.23631e+08
305,6.99665e+08
306,0
307,1.52473e+09
308,6.9612e+08
309,2.22146e+08
310,0
311,1.9605e+09
312,0
313,1.93945e+09
314,2.14277e+09
315,1.74955e+09
316,1.73588e+09
317,7.61109e+08
318,1.4979e+09
319,1.90436e+09
320,8.98358e+08
321,2.02972e+09
322,2.00055e+09
323,1.15527e+09
324,9.16743e+08
325,0
326,1.20222e+09
327,3.28248e+07
328,9.25039e+07
329,1.42041e+08
330,1.65539e+09
331,0
332,0
333,0
334,0
335,1.82631e+09
336,0
337,0
338,1.82431e+09
339,0
340,5.33729e+08
341,0
342,1.55511e+09
343,7.13729e+08
344,5.46485e+08
345,1.523e+09
346,0
347,0
348,3.90434e+08
349,1.99206e+09
350,1.82227e+09
351,1.65134e+09
352,1.53011e+09
353,0
354,0
355,1.05207e+09
356,7.24581e+08
357,6.84451e+08
358,0
359,9.59729e+08
360,2.55936e+07
361,9.49828e+07
362,0
363,2.01636e+09
364,1.45052e+09
365,1.54388e+09
366,1.19445e+08
367,0
368,1.46066e+09
369,0
370,1.72629e+09
371,7.5301e+08
372,1.31376e+09
373,9.99255e+08
374,0
375,0
376,0
377,0
378,0
379,1.03616e+09
380,7.13879e+08
381,0
382,2.11463e+09
383,4.44387e+08
384,1.17835e+09
385,0
386,0
387,2.09875e+09
388,1.80155e+09
389,1.8388e+09
390,1.64148e+09
391,6.70717e+08
392,0
393,1.94266e+09
394,0
395,8.33304e+08
396,2.12733e+08
397,0
398,0
399,5.66845e+08
400,0
401,9.09962e+08
402,1.5088e+09
403,0
404,0
405,9.13092e+08
406,0
407,1.52054e+09
408,0
409,0
410,0
411,0
412,0
413,2.43078e+08
414,0
415,0
416,1.8455e+09
417,0
418,2.11329e+09
419,0
420,1.56727e+09
421,1.57144e+09
422,0
423,0
424,8.98981e+08
425,0
426,9.01804e+08
427,5.89674e+08
428,0
429,0
430,5.47152e+07
431,7.86452e+07
432,1.05697e+09
433,1.84801e+09
434,0
435,1.24212e+09
436,1.64391e+09
437,0
438,1.87953e+09
439,8.83444e+08
440,8.30363e+08
441,0
442,1.09535e+09
443,0
444,1.6601e+09
445,0
446,2.56848e+07
447,0
448,0
449,0
450,1.86564e+09
451,2.11399e+09
452,5.35878e+08
453,1.80701e+08
454,1.4719e+09
455,6.81655e+08
456,0
457,1.57196e+09
458,1.02582e+09
459,0
460,4.60067e+08
461,0
462,6.18769e+08
463,0
464,1.19587e+09
465,9.2178e+08
466,6.52414e+08
467,1.21767e+09
468,0
469,0
470,1.12554e+09
471,0
472,1.47019e+09
473,0
474,1.24312e+09
475,0
476,1.60702e+09
477,1.52562e+09
478,1.21682e+09
479,0
480,0
481,9.94e+07
482,2.8779e+07
483,9.54108e+07
484,1.85222e+09
485,1.49894e+09
486,1.58176e+09
487,1.45186e+09
488,1.90545e+09
489,0
490,0
491,1.13293e+09
492,0
493,7.38885e+08
494,1.32211e+09
495,1.59604e+09
496,3.68712e+08
497,1.70368e+09
498,9.7442e+08
499,1.97791e+09
500,3.39577e+08
501,0
502,5.76417e+08
503,9.92585e+08
504,0
505,2.90666e+07
506,1.26681e+09
507,1.10433e+09
508,0
509,0
510,0
511,1.20872e+09
512,0
513,1.9927e+09
514,1.13826e+09
515,1.43028e+09
516,0
517,0
518,1.07064e+09
519,0
520,0
521,0
522,0
523,0
524,8.61826e+08
525,1.59533e+09
526,2.12153e+09
527,1.9782e+09
528,1.15022e+09
529,7.27731e+08
530,0
531,2.82783e+08
532,3.25762e+08
533,0
534,1.44032e+09
535,9.27277e+08
536,0
537,1.75894e+09
538,2.12064e+09
539,1.86387e+08
540,1.65714e+09
541,1.18099e+09
542,1.77428e+09
543,4.11392e+08
544,8.81825e+08
545,0
546,1.35696e+09
547,2.82066e+08
548,1.29945e+09
549,0
550,0
551,0
552,1.12023e+09
553,1.8886e+09
554,0
555,0
556,5.68705e+08
557,0
558,1.55257e+09
559,1.30937e+09
560,1.25189e+09
561,0
562,4.32901e+07
563,1.6512e+09
564,4.26671e+07
565,5.50283e+08
566,9.39038e+08
567,7.25225e+08
568,7.20668e+08
569,0
570,1.10777e+09
571,4.209e+08
572,2.0063e+09
573,1.15643e+09
574,8.69932e+08
575,1.08875e+08
576,0
577,0
578,0
579,0
580,0
581,2.10682e+09
582,8.07364e+08
583,0
584,9.14661e+07
585,1.25449e+09
586,2.51314e+08
587,1.26738e+09
588,0
589,1.32277e+09
590,2.93016e+08
591,1.20577e+09
592,6.2826e+08
593,4.47071e+08
594,0
595,1.92709e+09
596,2.24746e+08
597,0
598,0
599,1.90269e+09
600,3.69989e+08
601,0
602,1.47791e+09
603,0
604,1.67542e+09
605,1.38861e+09
606,1.24799e+09
607,1.48749e+09
608,0
609,0
610,4.39646e+07
611,1.90877e+09
612,7.24747e+08
613,0
614,7.84951e+08
615,0
616,6.20871e+07
617,0
618,1.78966e+09
619,0
620,1.10131e+09
621,1.72304e+09
622,0
623,9.57947e+08
624,1.24679e+09
625,0
626,0
627,1.5578e+09
628,0
629,5.99828e+08
630,0
631,0
632,1.4181e+09
633,0
634,0
635,0
636,0
637,0
638,9.85179e+08
639,1.71486e+09
640,1.90857e+09
641,0
642,4.86769e+08
643,1.7242e+09
644,1.46462e+08
645,0
646,0
647,6.07282e+08
648,1.69378e+09
649,2.26302e+08
650,8.08327e+08
651,0
652,0
653,0
654,0
655,4.8418e+08
656,1.07276e+08
657,1.50302e+09
658,0
659,1.31467e+09
660,1.27047e+09
661,8.12206e+08
662,0
663,9.54921e+07
664,0
665,5.33359e+08
666,0
667,0
668,0
669,0
670,0
671,1.68059e+07
672,0
673,1.90837e+09
674,9.05669e+08
675,0
676,1.75356e+09
677,1.58624e+09
678,4.81168e+08
679,8.11208e+08
680,0
681,1.66921e+09
682,1.3e+08
683,0
684,0
685,7.12629e+08
686,0
687,2.02422e+09
688,1.14916e+09
689,0
690,0
691,5.89608e+08
692,1.64703e+09
693,1.75898e+09
694,0
695,0
696,9.22552e+08
697,2.02524e+09
698,1.03967e+09
699,1.83633e+07
700,0
701,2.69863e+08
702,1.77404e+09
703,0
704,1.87197e+09
705,0
706,7.81611e+08
707,0
708,1.02405e+09
709,2.0453e+09
710,0
711,0
712,0
713,3.52485e+08
714,1.62232e+09
715,0
716,8.2032e+08
717,0
718,0
719,0
720,1.68369e+09
721,1.47122e+09
722,1.57731e+09
723,5.862e+08
724,1.4071e+09
725,0
726,0
727,0
728,0
729,2.10145e+09
730,1.6988e+09
731,1.864e+09
732,2.96745e+08
733,0
734,4.56489e+08
735,8.0557e+08
736,1.12827e+09
737,3.30018e+08
738,0
739,0
740,0
741,0
742,2.98625e+08
743,1.71878e+09
744,0
745,8.81214e+08
746,8.61724e+08
747,5.11456e+08
748,0
749,0
750,0
751,1.14746e+09
752,1.87929e+09
753,5.42238e+08
754,9.38667e+08
755,1.63789e+09
756,1.95829e+09
757,7.38806e+08
758,2.03019e+08
759,0
760,4.90751e+08
761,0
762,0
763,8.30517e+07
764,0
765,0
766,3.79898e+08
767,0
768,9.47385e+08
769,1.14455e+09
770,0
771,6.8781e+08
772,8.98618e+08
773,0
774,2.8343e+08
775,1.82579e+09
776,0
777,0
778,1.77977e+09
779,6.20388e+07
780,2.14349e+09
781,0
782,0
783,4.42717e+08
784,1.43813e+09
785,1.84015e+09
786,2.34107e+08
787,0
788,1.50916e+08
789,1.99731e+09
790,1.05616e+09
791,0
792,0
793,0
794,9.71959e+08
795,0
796,2.58877e+08
797,1.57202e+09
798,0
799,7.1107e+08
800,1.2301e+09
801,0
802,8.28066e+08
803,3.06661e+08
804,0
805,2.25579e+08
806,3.11556e+08
807,1.18083e+09
808,1.10369e+09
809,0
810,1.7071e+09
811,9.86959e+08
812,1.12699e+09
813,2.14217e+09
814,1.58747e+09
815,0
816,1.38979e+09
817,1.40275e+09
818,1.50795e+09
819,1.15975e+09
820,0
821,1.00191e+09
822,1.38917e+09
823,1.62148e+09
824,1.3217e+09
825,0
826,1.63537e+09
827,1.52726e+09
828,1.53825e+09
829,0
830,0
831,1.42999e+09
832,1.16012e+09
833,0
834,5.50688e+08
835,0
836,0
837,8.61803e+08
838,4.97459e+08
839,0
840,9.4276e+08
841,1.29052e+09
842,1.84108e+08
843,4.846e+08
844,0
845,1.43965e+09
846,0
847,0
848,0
849,1.21552e+09
850,4.38552e+08
851,6.58063e+08
852,0
853,1.6011e+06
854,0
855,0
856,1.16216e+09
857,1.19708e+09
858,1.12725e+09
859,1.35564e+09
860,0
861,2.02022e+09
862,7.47588e+08
863,1.00358e+09
864,1.26731e+09
865,8.22946e+08
866,1.47244e+09
867,0
868,2.00759e+09
869,0
870,1.07629e+08
871,1.46325e+09
872,7.53043e+08
873,1.24437e+09
874,2.20577e+08
875,1.54626e+09
876,0
877,0
878,1.59894e+09
879,1.75175e+09
880,4.49937e+08
881,3.62856e+08
882,1.04179e+09
883,1.3523e+09
884,8.28353e+08
885,0
886,0
887,1.8899e+09
888,0
889,3.26758e+07
890,0
891,0
892,0
893,3.00362e+08
894,9.88951e+08
895,0
896,1.99842e+09
897,9.37609e+08
898,1.11758e+08
899,1.08835e+09
900,1.5913e+09
901,0
902,0
903,1.42902e+09
904,0
905,8.64635e+08
906,2.02117e+09
907,2.00178e+09
908,0
909,0
910,1.31356e+09
911,1.99219e+09
912,4.21116e+08
913,0
914,6.35561e+08
915,1.01938e+09
916,0
917,1.05502e+09
918,0
919,1.97502e+09
920,0
921,4.2472e+08
922,0
923,2.02965e+08
924,1.30392e+09
925,0
926,2.04402e+09
927,1.62833e+09
928,8.85839e+08
929,0
930,6.47164e+08
931,0
932,1.50392e+08
933,0
934,7.01313e+07
935,0
936,2.09692e+09
937,7.10387e+08
938,0
939,2.52281e+08
940,2.11721e+09
941,0
942,1.36714e+09
943,1.11043e+09
944,0
945,8.63139e+08
946,0
947,8.13171e+08
948,0
949,0
950,1.61091e+09
951,1.45277e+09
952,2.99771e+08
953,1.14743e+09
954,2.83667e+08
955,0
956,2.08644e+09
957,1.08695e+09
958,1.41666e+09
959,4.89038e+07
960,1.02377e+09
961,3.25718e+08
962,1.67533e+09
963,1.84101e+09
964,1.45361e+09
965,1.37733e+09
966,0
967,0
968,0
969,4.38383e+08
970,9.416e+08
971,4.66618e+07
972,1.23214e+09
973,0
974,8.70547e+08
975,5.42791e+08
976,4.5554e+08
977,0
978,2.21598e+08
979,0
980,0
981,0
982,3.37076e+08
983,9.26443e+08
984,4.25689e+08
985,1.01293e+09
986,0
987,0
988,5.12527e+08
989,0
990,0
991,0
992,0
993,2.1131e+09
994,0
995,0
996,1.9473e+09
997,1.96104e+09
998,1.60972e+09
999,3.94452e+07
1000,0
1001,1.47346e+09
1002,0
1003,1.02259e+08
1004,1.94872e+09
1005,1.98082e+09
1006,1.49617e+09
1007,1.29387e+09
1008,6.03065e+08
1009,0
1010,1.29935e+08
1011,9.19194e+08
1012,5.93489e+08
1013,1.14598e+09
1014,7.82912e+08
1015,9.29258e+08
1016,1.96568e+09
1017,0
1018,0
1019,4.93421e+08
1020,0
1021,0
1022,0
1023,1.36924e+09
1024,1.91621e+09
1025,0
1026,2.74558e+08
1027,1.3787e+09
1028,1.13702e+09
1029,0
1030,0
1031,6.20909e+08
1032,1.13319e+09
1033,0
1034,8.18414e+08
1035,0
1036,1.53411e+09
1037,2.11744e+09
1038,0
1039,0
1040,0
1041,3.18877e+08
1042,1.44566e+09
1043,0
1044,0
1045,1.00132e+09
1046,1.20377e+09
1047,0
1048,8.97426e+07
1049,0
1050,5.50599e+08
1051,1.14766e+09
1052,3.35134e+08
1053,1.97352e+09
1054,5.78627e+08
1055,0
1056,0
1057,6.23064e+08
1058,0
1059,1.57905e+09
1060,6.74861e+07
1061,0
1062,2.75115e+08
1063,2.14157e+09
1064,0
1065,9.9983e+08
1066,1.69784e+09
1067,1.24165e+09
1068,7.83238e+08
1069,1.80712e+09
1070,6.70362e+08
1071,2.02497e+09
1072,1.47926e+09
1073,1.61662e+09
1074,0
1075,1.80231e+08
1076,0
1077,1.38092e+08
1078,0
1079,0
1080,8.37515e+08
1081,1.31105e+09
1082,7.13959e+08
1083,1.02184e+09
1084,5.93195e+08
1085,0
1086,0
1087,1.95764e+09
1088,1.41492e+09
1089,1.75229e+09
1090,0
1091,3.3697e+08
1092,3.14981e+08
1093,3.36408e+08
1094,0
1095,2.78814e+07
1096,0
1097,1.71556e+09
1098,0
1099,0
1100,8.50355e+08
1101,1.7046e+09
1102,3.3736e+08
1103,1.07867e+09
1104,1.45726e+09
1105,3.73989e+08
1106,6.30949e+08
1107,0
1108,1.08777e+09
1109,1.85216e+09
1110,9.99716e+08
1111,1.25505e+09
1112,4.427e+08
1113,0
1114,1.68772e+09
1115,2.64724e+08
1116,1.59863e+09
1117,1.2018e+09
1118,1.35058e+09
1119,0
1120,1.54736e+09
1121,7.48359e+08
1122,1.82265e+09
1123,1.57555e+09
1124,0
1125,6.01335e+08
1126,1.58266e+09
1127,5.83523e+08
1128,2.92595e+08
1129,8.45346e+08
1130,1.68514e+09
1131,0
1132,1.92848e+09
1133,0
1134,8.56252e+08
1135,1.42097e+09
1136,1.19841e+09
1137,0
1138,1.36325e+09
1139,0
1140,5.86177e+08
1141,6.61651e+08
1142,1.68497e+09
1143,1.0817e+09
1144,1.80251e+09
1145,1.25732e+09
1146,0
1147,0
1148,0
1149,0
1150,0
1151,1.57681e+09
1152,1.02149e+09
1153,0
1154,7.56592e+08
1155,0
1156,1.08435e+09
1157,0
1158,1.50021e+09
1159,1.98628e+09
1160,1.22928e+09
1161,9.91314e+08
1162,4.02581e+08
1163,9.66475e+08
1164,1.8808e+08
1165,0
1166,1.78513e+09
1167,0
1168,0
1169,0
1170,0
1171,1.70195e+09
1172,1.58634e+08
1173,0
1174,0
1175,9.2702e+08
1176,0
1177,1.19842e+09
1178,4.78322e+08
1179,1.41415e+08
1180,7.22453e+08
1181,2.97945e+08
1182,1.56489e+09
1183,9.59022e+08
1184,1.30644e+07
1185,1.20788e+09
1186,1.64291e+09
1187,8.25411e+08
1188,0
1189,0
1190,1.56102e+09
1191,0
1192,0
1193,1.81675e+09
1194,7.78798e+08
1195,0
1196,6.97886e+08
1197,0
1198,0
1199,2.17457e+08
1200,0
1201,0
1202,0
1203,0
1204,7.92769e+08
1205,0
1206,0
1207,1.49612e+09
1208,0
1209,2.1076e+09
1210,0
1211,8.06319e+08
1212,1.03616e+09
1213,1.5109e+09
1214,0
1215,1.25327e+09
1216,0
1217,0
1218,0
1219,2.19535e+08
1220,1.71094e+09
1221,1.55678e+09
1222,3.82314e+08
1223,0
1224,0
1225,0
1226,6.25819e+08
1227,0
1228,1.94549e+09
1229,2.7588e+07
1230,3.91857e+08
1231,0
1232,3.3679e+08
1233,0
1234,1.99589e+09
1235,0
1236,0
1237,0
1238,1.41036e+09
1239,1.78737e+09
1240,8.75866e+08
1241,1.28408e+09
1242,9.64892e+08
1243,0
1244,0
1245,7.98987e+08
1246,2.58979e+08
1247,6.0136e+08
1248,2.5229e+08
1249,0
1250,1.22025e+09
1251,1.32076e+08
1252,0
1253,0
1254,0
1255,1.44455e+09
1256,1.55388e+09
1257,2.0654e+09
1258,1.53624e+09
1259,0
1260,0
1261,1.6124e+09
1262,2.05649e+09
1263,0
1264,1.19696e+09
1265,1.40533e+09
1266,2.31265e+08
1267,1.11306e+09
1268,0
1269,0
1270,0
1271,1.71507e+09
1272,1.04536e+08
1273,4.26522e+08
1274,1.44086e+09
1275,3.2581e+07
1276,0
1277,5.08115e+07
1278,8.20667e+08
1279,1.81032e+09
1280,9.40905e+08
1281,3.07298e+08
1282,0
1283,0
1284,2.02633e+09
1285,1.04014e+09
1286,1.76689e+09
1287,2.07534e+09
1288,1.55753e+08
1289,0
1290,0
1291,1.03247e+09
1292,0
1293,6.26564e+08
1294,1.743e+09
1295,0
1296,1.03638e+09
1297,0
1298,0
1299,2.08986e+09
1300,2.31389e+08
1301,4.92567e+08
1302,0
1303,0
1304,5.06149e+08
1305,1.52209e+09
1306,0
1307,1.03225e+08
1308,1.95082e+09
1309,0
1310,9.52908e+08
1311,0
1312,0
1313,1.44805e+09
1314,1.12784e+09
1315,0
1316,0
1317,0
1318,1.31785e+09
1319,0
1320,9.98521e+08
1321,6.56355e+08
1322,3.32789e+08
1323,0
1324,3.1482e+08
1325,1.32784e+09
1326,2.87515e+08
1327,1.75549e+09
1328,0
1329,2.91709e+08
1330,1.62148e+09
1331,0
1332,0
1333,0
1334,0
1335,2.28103e+08
1336,8.81774e+08
1337,0
1338,0
1339,8.97834e+08
1340,2.47214e+08
1341,1.15848e+09
1342,9.86016e+08
1343,2.00227e+09
1344,0
1345,1.35376e+09
1346,1.57624e+09
1347,8.0628e+07
1348,2.10158e+09
1349,1.68665e+09
1350,5.17312e+08
1351,1.61511e+09
1352,2.85926e+08
1353,0
1354,1.94192e+09
1355,1.3226e+08
1356,1.4031e+09
1357,1.49322e+09
1358,1.5274e+09
1359,5.14573e+08
1360,1.59206e+09
1361,8.69475e+08
1362,6.25048e+08
1363,5.82006e+08
1364,6.76463e+08
1365,0
1366,0
1367,1.05637e+09
1368,1.60197e+09
1369,1.61096e+09
1370,0
1371,1.135e+09
1372,1.37336e+09
1373,3.87721e+08
1374,1.64128e+08
1375,1.4281e+09
1376,1.85704e+09
1377,7.71907e+08
1378,1.5627e+09
1379,3.21636e+08
1380,0
1381,1.19418e+08
1382,1.71707e+09
1383,0
1384,0
1385,3.35783e+08
1386,0
1387,0
1388,1.96444e+09
1389,1.52623e+09
1390,9.68614e+08
1391,0
1392,7.40841e+07
1393,0
1394,0
1395,1.13413e+09
1396,0
1397,8.32164e+08
1398,0
1399,3.52042e+08
1400,0
1401,1.0192e+09
1402,0
1403,1.07064e+08
1404,1.15404e+09
1405,1.33601e+09
1406,1.3667e+09
1407,1.67017e+09
1408,0
1409,1.37741e+07
1410,0
1411,1.74549e+09
1412,0
1413,0
1414,2.9266e+08
1415,0
1416,1.20481e+09
1417,6.67521e+08
1418,1.50685e+09
1419,0
1420,0
1421,1.39777e+09
1422,1.71969e+09
1423,0
1424,1.55547e+09
1425,7.28199e+08
1426,0
1427,0
1428,1.74355e+09
1429,1.45804e+09
1430,0
1431,0
1432,1.87994e+08
1433,1.69793e+09
1434,1.35432e+09
1435,1.59332e+09
1436,0
1437,2.19858e+08
1438,1.00117e+09
1439,0
1440,9.4371e+08
1441,0
1442,0
1443,6.11583e+08
1444,2.48547e+08
1445,9.6707e+07
1446,0
1447,2.96492e+08
1448,1.335e+09
1449,2.12646e+09
1450,1.87736e+09
1451,5.87506e+08
1452,1.79382e+09
1453,0
1454,1.37786e+09
1455,1.15393e+09
1456,0
1457,0
1458,0
1459,0
1460,4.56447e+08
1461,0
1462,9.75074e+08
1463,7.16601e+08
1464,7.16267e+08
1465,0
1466,0
1467,2.64256e+08
1468,0
1469,1.00957e+09
1470,1.24656e+09
1471,1.258e+09
1472,4.52133e+08
1473,9.98886e+08
1474,1.66456e+09
1475,2.0564e+09
1476,6.18067e+08
1477,0
1478,0
1479,0
1480,1.52541e+09
1481,0
1482,1.36851e+09
1483,0
1484,3.31436e+08
1485,0
1486,2.1471e+09
1487,4.5905e+08
1488,1.10441e+09
1489,0
1490,1.75392e+09
1491,8.48637e+08
1492,0
1493,1.25428e+09
1494,0
1495,1.74921e+09
1496,2.11846e+09
1497,7.85967e+08
1498,1.39947e+09
1499,0
1500,5.46853e+08
1501,0
1502,0
1503,5.79303e+08
1504,0
1505,8.60612e+08
1506,9.54501e+08
1507,1.48961e+09
1508,1.75095e+09
1509,0
1510,1.73109e+09
1511,7.61546e+08
1512,5.13247e+08
1513,9.98433e+08
1514,1.85914e+08
1515,1.22047e+09
1516,1.09854e+09
1517,9.14335e+08
1518,1.97099e+09
1519,6.20362e+08
1520,0
1521,1.30069e+09
1522,6.33949e+08
1523,1.97482e+09
1524,5.28505e+08
1525,0
1526,3.68583e+08
1527,1.69471e+09
1528,1.79673e+09
1529,0
1530,5.55688e+08
1531,1.72941e+09
1532,0
1533,0
1534,4.73478e+08
1535,0
1536,7.21961e+08
1537,1.02848e+09
1538,1.0753e+09
1539,0
1540,0
1541,9.96773e+08
1542,1.86026e+09
1543,1.83542e+09
1544,1.87018e+08
1545,1.11337e+09
1546,9.43163e+08
1547,1.96174e+09
1548,5.4168e+08
1549,1.35463e+09
1550,1.53411e+09
1551,0
1552,6.96296e+08
1553,0
1554,2.14288e+09
1555,1.94977e+09
1556,1.90553e+09
1557,4.13673e+08
1558,7.35516e+08
1559,3.75758e+08
1560,1.53863e+09
1561,0
1562,5.41445e+08
1563,1.12988e+09
1564,1.09284e+09
1565,5.76103e+08
1566,1.63526e+09
1567,3.95725e+08
1568,0
1569,1.11434e+09
1570,1.53154e+09
1571,1.19609e+09
1572,0
1573,0
1574,1.74861e+09
1575,3.39234e+08
1576,1.95494e+09
1577,1.26729e+09
1578,0
1579,2.03322e+09
1580,1.64019e+09
1581,0
1582,1.2865e+08
1583,1.33809e+09
1584,1.92903e+09
1585,0
1586,0
1587,0
1588,2.86699e+08
1589,6.04814e+08
1590,1.61887e+09
1591,0
1592,0
1593,2.06624e+09
1594,2.10524e+08
1595,1.48096e+09
1596,1.75792e+09
1597,1.57367e+09
1598,1.96999e+09
1599,3.66905e+08
1600,1.3391e+09
1601,0
1602,0
1603,1.89143e+09
1604,0
1605,0
1606,4.16839e+08
1607,5.96882e+08
1608,0
1609,0
1610,1.72698e+08
1611,0
1612,1.62021e+09
1613,1.01853e+09
1614,0
1615,1.24475e+09
1616,0
1617,0
1618,1.0276e+09
1619,1.86016e+08
1620,0
1621,0
1622,1.41276e+09
1623,6.74247e+08
1624,0
1625,1.17942e+09
1626,1.50097e+09
1627,8.29448e+08
1628,8.79581e+08
1629,8.05197e+08
1630,0
1631,0
1632,1.00909e+09
1633,0
1634,1.78141e+09
1635,1.65738e+09
1636,1.32327e+09
1637,1.83259e+09
1638,0
1639,6.29842e+08
1640,1.82053e+09
1641,0
1642,0
1643,0
1644,0
1645,5.60218e+08
1646,1.68955e+08
1647,0
1648,7.68501e+08
1649,2.20986e+08
1650,6.82362e+08
1651,1.14999e+09
1652,1.25256e+09
1653,1.03134e+08
1654,0
1655,1.04904e+09
1656,1.01408e+09
1657,0
1658,1.99081e+09
1659,1.69591e+09
1660,2.07581e+09
1661,0
1662,0
1663,0
1664,1.37937e+08
1665,3.27814e+08
1666,1.6023e+09
1667,1.50439e+09
1668,2.13038e+09
1669,0
1670,1.96881e+09
1671,0
1672,0
1673,0
1674,0
1675,4.8729e+07
1676,0
1677,7.88725e+08
1678,8.52629e+08
1679,4.49149e+08
1680,1.54009e+09
1681,0
1682,1.14502e+09
1683,1.051e+09
1684,0
1685,2.5712e+08
1686,1.1389e+09
1687,6.85353e+08
1688,0
1689,5.94333e+08
1690,0
1691,1.68998e+09
1692,0
1693,7.39417e+08
1694,0
1695,1.86049e+09
1696,6.32099e+08
1697,1.83592e+09
1698,0
1699,0
1700,1.1767e+09
1701,1.27398e+09
1702,0
1703,0
1704,5.55089e+08
1705,2.67181e+08
1706,0
1707,0
1708,0
1709,0
